,Date,GSPC500,FTSE100
217,11/1/2000,0.021978172,0.007826686
218,11/2/2000,-0.005722718,0.002982138
219,11/3/2000,0.004995691,-0.010158588
220,11/6/2000,0.000308099,-0.001032556
221,11/7/2000,0.002400635,0.007141306
222,11/8/2000,-0.000223397,0.00558232
223,11/9/2000,-0.015776548,0.001623653
224,11/10/2000,-0.006485592,-0.005434234
225,11/13/2000,-0.024397584,-0.006519512
226,11/14/2000,-0.010776125,-0.019593198
227,11/15/2000,0.023452142,0.022008686
228,11/16/2000,0.004960489,0.003025137
229,11/17/2000,-0.012584534,-0.000295369
230,11/20/2000,-0.00335197,0.00150849
231,11/21/2000,-0.018351692,-0.014766866
232,11/22/2000,0.003522948,0.005153695
233,11/23/2000,0.0,-0.024507313
234,11/24/2000,-0.018547512,0.010592456
235,11/27/2000,0.014678328,0.006409793
236,11/28/2000,0.00536601,0.007443596
237,11/29/2000,-0.009548029,-0.01959314
238,11/30/2000,0.004356045,-0.01358442
239,12/1/2000,-0.020090827,-0.003682088
240,12/4/2000,0.00017499,0.004591141
241,12/5/2000,0.007443785,-0.001896102
242,12/6/2000,0.038921688,0.022780749
243,12/7/2000,-0.01821965,-0.004080044
244,12/8/2000,-0.005852865,-0.006679085
245,12/11/2000,0.019604752,0.009131159
246,12/12/2000,0.007526105,0.013040091
247,12/13/2000,-0.006535211,0.003155283
248,12/14/2000,-0.0081609,0.001971723
249,12/15/2000,-0.014014762,-0.02173984
250,12/18/2000,-0.021462737,-0.01404898
251,12/19/2000,0.008238339,0.011447942
252,12/20/2000,-0.013122079,0.007764348
253,12/21/2000,-0.031295945,-0.018792662
254,12/22/2000,0.008001641,-0.009908235
255,12/25/2000,0.0,-0.002943341
256,12/26/2000,0.024402668,0.0
257,12/27/2000,0.007059864,0.0
258,12/28/2000,0.010439635,0.01979503
259,12/29/2000,0.003988146,0.000804091
260,1/1/2001,0.0,-0.000112514
261,1/2/2001,-0.010448008,0.0
262,1/3/2001,-0.028031939,-0.007681769
263,1/4/2001,0.050098606,-0.021831067
264,1/5/2001,-0.010552474,0.024122949
265,1/8/2001,-0.026242362,0.002020823
266,1/9/2001,-0.001917811,-0.007824978
267,1/10/2001,0.003812189,-0.01000065
268,1/11/2001,0.009586385,-0.004632019
269,1/12/2001,0.010317701,0.009076058
270,1/15/2001,0.0,0.008274886
271,1/16/2001,-0.006406295,0.000778494
272,1/17/2001,0.006318707,-0.014099801
273,1/18/2001,0.002442234,0.018756284
274,1/19/2001,0.013595076,0.002016975
275,1/22/2001,-0.004028229,-9.66e-05
276,1/23/2001,0.000268138,0.003655838
277,1/24/2001,0.013031499,-0.002775964
278,1/25/2001,0.002866822,0.007997121
279,1/26/2001,-0.00497694,-0.001404732
280,1/29/2001,-0.00190788,0.00618641
281,1/30/2001,0.006826971,0.003606469
282,1/31/2001,0.007007877,0.002770302
283,2/1/2001,-0.005619715,-0.005841029
284,2/2/2001,0.005461132,-0.007256879
285,2/5/2001,-0.01747399,0.000735804
286,2/6/2001,0.003586658,0.002045952
287,2/7/2001,-0.001513722,0.003860095
288,2/8/2001,-0.008252876,-0.01077316
289,2/9/2001,-0.006390237,-0.003132228
290,2/12/2001,-0.013335549,-0.006735356
291,2/13/2001,0.011827291,0.012507519
292,2/14/2001,-0.008652126,-0.002066828
293,2/15/2001,-0.002183807,-0.008396854
294,2/16/2001,0.008123549,0.00351344
295,2/19/2001,0.0,-0.017683425
296,2/20/2001,-0.018905297,0.000936254
297,2/21/2001,-0.017356563,-0.018690499
298,2/22/2001,-0.018507454,-0.001287637
299,2/23/2001,-0.00195183,0.005140345
300,2/26/2001,-0.005555436,-0.009894871
301,2/27/2001,0.017489958,-0.004542625
302,2/28/2001,-0.007659908,0.004140822
303,3/1/2001,-0.014309109,-0.003921816
304,3/2/2001,0.001040404,-0.00157147
305,3/5/2001,-0.005679791,-0.008462241
306,3/6/2001,0.005858125,0.012409058
307,3/7/2001,0.009980598,0.01360582
308,3/8/2001,0.006452357,-0.001696639
309,3/9/2001,0.002258498,0.000233328
310,3/12/2001,-0.024763941,-0.0143091
311,3/13/2001,-0.043180756,-0.015344804
312,3/14/2001,0.014828497,-0.018158381
313,3/15/2001,-0.025842119,-0.016571449
314,3/16/2001,0.005871294,0.018361559
315,3/19/2001,-0.019624074,-0.029044262
316,3/20/2001,0.017626684,-0.002013322
317,3/21/2001,-0.024077401,0.017148156
318,3/22/2001,-0.017923702,-0.018789334
319,3/23/2001,-0.004063716,-0.040771091
320,3/26/2001,0.01990909,0.016463461
321,3/27/2001,0.011282372,0.032264091
322,3/28/2001,0.02557505,0.027167091
323,3/29/2001,-0.024429654,-0.019919362
324,3/30/2001,-0.004630308,-0.004560046
325,4/2/2001,0.010784447,0.008106129
326,4/3/2001,-0.012461939,-0.002698084
327,4/4/2001,-0.034393111,-0.02765861
328,4/5/2001,-0.002901109,0.013289176
329,4/6/2001,0.043679983,0.015553517
330,4/9/2001,-0.019983576,-0.003610908
331,4/10/2001,0.008117395,0.011032724
332,4/11/2001,0.027066026,0.024667632
333,4/12/2001,-0.002131148,-0.002567621
334,4/13/2001,0.0,-0.003714518
335,4/16/2001,0.015104328,0.0
336,4/17/2001,-0.003227669,0.0
337,4/18/2001,0.010282453,-0.000953768
338,4/19/2001,0.038890405,0.022408932
339,4/20/2001,0.012550815,-0.003157804
340,4/23/2001,-0.008550667,0.001396503
341,4/24/2001,-0.014980125,-0.001445627
342,4/25/2001,-0.012161468,-0.005279921
343,4/26/2001,0.015940891,-0.002191635
344,4/27/2001,0.004695845,0.007001253
345,4/30/2001,0.015009906,0.014160847
346,5/1/2001,-0.002865079,0.002604429
347,5/2/2001,0.013589856,-0.006519282
348,5/3/2001,0.000781808,-0.004014812
349,5/4/2001,-0.014872693,-0.023441006
350,5/7/2001,0.014440428,0.018124112
351,5/8/2001,7.89e-05,0.0
352,5/9/2001,-0.004349859,0.002742636
353,5/10/2001,-0.00448772,0.001240197
354,5/11/2001,-0.000286718,0.011927957
355,5/14/2001,-0.00757661,-0.011267638
356,5/15/2001,0.002609038,-0.034985045
357,5/16/2001,0.000416278,0.026781461
358,5/17/2001,0.028452787,0.007034195
359,5/18/2001,0.002723757,0.003484024
360,5/21/2001,0.002693052,0.001778305
361,5/22/2001,0.016153748,0.004497058
362,5/23/2001,-0.002627874,0.005890669
363,5/24/2001,-0.015526399,-0.013251714
364,5/25/2001,0.003196148,0.003136976
365,5/28/2001,0.0,-0.004411856
366,5/29/2001,-0.011815947,0.0
367,5/30/2001,-0.007794067,-0.004397416
368,5/31/2001,-0.015655515,-0.011425843
369,6/1/2001,0.006201518,-0.000137971
370,6/4/2001,0.003862096,0.002329152
371,6/5/2001,0.005108348,0.008072828
372,6/6/2001,0.01299016,0.01126953
373,6/7/2001,-0.01054864,-0.0035458
374,6/8/2001,0.00545651,0.007930154
375,6/11/2001,-0.009397319,0.000386714
376,6/12/2001,-0.008355953,-0.015141346
377,6/13/2001,0.001163881,-0.009640816
378,6/14/2001,-0.011346897,0.002791212
379,6/15/2001,-0.017501595,-0.011631936
380,6/18/2001,-0.004516883,-0.005128205
381,6/19/2001,-0.004883174,-0.008981286
382,6/20/2001,0.003434127,0.001551556
383,6/21/2001,0.008708752,0.003380078
384,6/22/2001,0.011364214,-0.010211277
385,6/25/2001,-0.009450028,0.004307493
386,6/26/2001,-0.00550863,-0.000670754
387,6/27/2001,-0.001509901,-0.018756903
388,6/28/2001,-0.004676406,0.009395703
389,6/29/2001,0.012493089,0.005438756
390,7/2/2001,-0.001451564,0.000727174
391,7/3/2001,0.010037337,0.013150234
392,7/4/2001,0.0,-0.013434375
393,7/5/2001,-0.001827437,-0.006985922
394,7/6/2001,-0.012321246,-0.009088457
395,7/9/2001,-0.023498265,-0.012685581
396,7/10/2001,0.006878996,-0.00187989
397,7/11/2001,-0.014397979,-0.000182852
398,7/12/2001,-0.001134103,-0.013899303
399,7/13/2001,0.023691267,0.016636102
400,7/16/2001,0.006241031,0.01010652
401,7/17/2001,-0.010882882,-0.003593986
402,7/18/2001,0.009971301,-0.016186093
403,7/19/2001,-0.005541633,-0.004274238
404,7/20/2001,0.006052826,0.006068868
405,7/23/2001,-0.003432078,-0.009250709
406,7/24/2001,-0.016368623,0.003378387
407,7/25/2001,-0.016271634,-0.015743735
408,7/26/2001,0.016079858,-0.008364347
409,7/27/2001,0.010449532,0.001971284
410,7/30/2001,0.002402378,0.02213352
411,7/31/2001,-0.001078044,0.00806946
412,8/1/2001,0.005570651,0.015128408
413,8/2/2001,0.003880414,0.003219295
414,8/3/2001,0.003964,0.006778579
415,8/6/2001,-0.005242699,-0.006607557
416,8/7/2001,-0.011429987,-0.003821507
417,8/8/2001,0.003273763,0.001881858
418,8/9/2001,-0.017328126,-0.010890732
419,8/10/2001,-8.45e-05,-0.013439258
420,8/13/2001,0.005686843,0.004497639
421,8/14/2001,0.000949456,0.000718585
422,8/15/2001,-0.003827832,0.014122315
423,8/16/2001,-0.007339463,-0.008388051
424,8/17/2001,0.003089943,-0.013146384
425,8/20/2001,-0.016663053,-0.008849996
426,8/21/2001,0.008124189,0.002864006
427,8/22/2001,-0.01207948,0.013607329
428,8/23/2001,0.006956128,-0.003977609
429,8/24/2001,-0.002763293,-0.002255661
430,8/27/2001,0.01965432,0.013972001
431,8/28/2001,-0.004827367,0.0
432,8/29/2001,-0.015010008,-0.006798316
433,8/30/2001,-0.011114871,-0.003146466
434,8/31/2001,-0.017038087,-0.015671128
435,9/3/2001,0.0,0.002306487
436,9/4/2001,0.004029943,-0.006155267
437,9/5/2001,-0.000564596,0.012706839
438,9/6/2001,-0.001059148,-0.011822458
439,9/7/2001,-0.022390272,-0.021012076
440,9/10/2001,-0.018637016,-0.02574794
441,9/11/2001,0.0,-0.007218431
442,9/12/2001,0.0,-0.057154813
443,9/13/2001,0.0,0.028676801
444,9/14/2001,0.0,0.012597038
445,9/17/2001,0.006225948,-0.038008718
446,9/18/2001,-0.049215605,0.030111172
447,9/19/2001,-0.00580497,-0.010247139
448,9/20/2001,-0.016112492,-0.026192587
449,9/21/2001,-0.031059933,-0.034902744
450,9/24/2001,-0.01903426,-0.02703586
451,9/25/2001,0.038983252,0.040643187
452,9/26/2001,0.008789683,0.010728451
453,9/27/2001,-0.005166647,0.007012093
454,9/28/2001,0.011489124,0.014373629
455,10/1/2001,0.021921988,0.029347511
456,10/2/2001,-0.002295899,-0.024024107
457,10/3/2001,0.012305529,0.009758381
458,10/4/2001,0.01992721,0.01024357
459,10/5/2001,-0.002480727,0.02753091
460,10/8/2001,0.001636095,0.003947172
461,10/9/2001,-0.008335172,-0.000655243
462,10/10/2001,-0.005355542,-0.004550319
463,10/11/2001,0.022938245,0.028603996
464,10/12/2001,0.01520834,0.002289846
465,10/15/2001,-0.005266877,-0.003756104
466,10/16/2001,-0.001529835,-0.015197784
467,10/17/2001,0.006935961,0.003019417
468,10/18/2001,-0.018632644,0.023767324
469,10/19/2001,-0.007873048,-0.016796691
470,10/22/2001,0.004557318,-0.019214192
471,10/23/2001,0.015296088,0.010502761
472,10/24/2001,-0.004697674,0.0242387
473,10/25/2001,0.000387103,-0.004948628
474,10/26/2001,0.013720987,-0.015674588
475,10/29/2001,0.004108773,0.020052687
476,10/30/2001,-0.023818304,-0.01979343
477,10/31/2001,-0.017165918,-0.016181955
478,11/1/2001,-9.45e-06,0.007214825
479,11/2/2001,0.022948108,0.006250372
480,11/5/2001,0.002859492,0.011496254
481,11/6/2001,0.014385592,0.015518101
482,11/7/2001,0.014526151,0.000959859
483,11/8/2001,-0.00273487,0.000421877
484,11/9/2001,0.002455628,0.011847535
485,11/12/2001,0.001582437,-0.006422747
486,11/13/2001,-0.001767459,-0.018687311
487,11/14/2001,0.018563403,0.025436224
488,11/15/2001,0.001861131,-0.006897709
489,11/16/2001,0.000902577,-0.000477035
490,11/19/2001,-0.003142917,0.010079761
491,11/20/2001,0.010898901,0.008883009
492,11/21/2001,-0.007297642,-0.007362271
493,11/22/2001,0.0,0.002849682
494,11/23/2001,-0.004927104,0.006040893
495,11/26/2001,0.01170588,-0.009857967
496,11/27/2001,0.00615477,0.001756934
497,11/28/2001,-0.006842843,-0.006883545
498,11/29/2001,-0.018251397,-0.011545728
499,11/30/2001,0.010349778,0.000633944
500,12/3/2001,-0.000657779,-0.000940751
501,12/4/2001,-0.008381173,-0.007494811
502,12/5/2001,0.012275418,0.009197227
503,12/6/2001,0.023238899,0.023291936
504,12/7/2001,-0.002776947,0.006806001
505,12/10/2001,-0.007531417,-0.019572352
506,12/11/2001,-0.015867949,-0.015138601
507,12/12/2001,-0.002780911,-0.004667347
508,12/13/2001,0.000272649,-0.007905714
509,12/14/2001,-0.015557479,-0.008808613
510,12/17/2001,0.0033143,-0.002738951
511,12/18/2001,0.010034832,0.014878444
512,12/19/2001,0.007546157,0.002881509
513,12/20/2001,0.005809693,-0.005921065
514,12/21/2001,-0.008377122,-0.007889681
515,12/24/2001,0.00435111,0.015550568
516,12/25/2001,0.0,0.003527622
517,12/26/2001,-0.000209619,0.0
518,12/27/2001,0.004123506,0.0
519,12/28/2001,0.006751533,0.006914724
520,12/31/2001,0.003361778,0.00560111
521,1/1/2002,0.0,-0.004768808
522,1/2/2002,-0.011145427,0.0
523,1/3/2002,0.005740095,0.000172481
524,1/4/2002,0.009180091,0.019259146
525,1/7/2002,0.006213144,0.000940062
526,1/8/2002,-0.006498874,-0.005672585
527,1/9/2002,-0.003588368,-0.008160835
528,1/10/2002,-0.004798741,-0.004171092
529,1/11/2002,0.001220661,-0.00722957
530,1/14/2002,-0.009467877,0.001521934
531,1/15/2002,-0.006276136,-0.01636981
532,1/16/2002,0.006834011,0.01026694
533,1/17/2002,-0.016245122,-0.007433198
534,1/18/2002,0.010030472,0.00210621
535,1/21/2002,0.0,-0.002257531
536,1/22/2002,-0.009922071,0.002282163
537,1/23/2002,-0.0073342,0.002082358
538,1/24/2002,0.00792452,0.006098015
539,1/25/2002,0.003518916,0.010133961
540,1/28/2002,0.000998105,-0.007662781
541,1/29/2002,-0.000194101,0.005892566
542,1/30/2002,-0.02861282,-0.017650699
543,1/31/2002,0.011747648,-0.008204408
544,2/1/2002,0.014933956,0.014835047
545,2/4/2002,-0.007078394,0.004821172
546,2/5/2002,-0.024737133,-0.004316317
547,2/6/2002,-0.004038524,-0.014301454
548,2/7/2002,-0.005972376,-0.003848136
549,2/8/2002,-0.003082543,0.010485277
550,2/11/2002,0.014858704,0.000214569
551,2/12/2002,0.014340161,0.006571577
552,2/13/2002,-0.003992969,-0.0050563
553,2/14/2002,0.009941318,0.003543764
554,2/15/2002,-0.001814941,0.010632782
555,2/18/2002,0.0,-0.005030083
556,2/19/2002,-0.011016702,-0.005441427
557,2/20/2002,-0.018873813,-0.011989952
558,2/21/2002,0.013513777,-0.013431498
559,2/22/2002,-0.015510328,0.00979274
560,2/25/2002,0.008224261,-0.004434983
561,2/26/2002,0.017975197,0.009899422
562,2/27/2002,-4.51e-05,0.00748906
563,2/28/2002,0.000459725,0.007666842
564,3/1/2002,-0.00284716,-0.014946683
565,3/4/2002,0.022634291,0.013330719
566,3/5/2002,0.019491364,0.014122654
567,3/6/2002,-0.006673327,-0.005341473
568,3/7/2002,0.014509575,0.006041427
569,3/8/2002,-0.004497863,0.006977428
570,3/11/2002,0.005848627,0.000681566
571,3/12/2002,0.003392525,-0.005070339
572,3/13/2002,-0.002294056,-0.001216966
573,3/14/2002,-0.009857745,0.003712518
574,3/15/2002,-0.000909744,-0.002010641
575,3/18/2002,0.011378612,0.005949043
576,3/19/2002,-0.000523072,0.001360309
577,3/20/2002,0.004066741,0.003056698
578,3/21/2002,-0.015756832,-0.009254941
579,3/22/2002,0.001510605,-0.002582183
580,3/25/2002,-0.004238954,-0.000532961
581,3/26/2002,-0.014651307,-0.008932464
582,3/27/2002,0.005848724,-0.001556633
583,3/28/2002,0.005349161,0.003695543
584,3/29/2002,0.0,0.01094974
585,4/1/2002,0.0024551,0.0
586,4/2/2002,-0.00074079,0.0
587,4/3/2002,-0.008530037,-0.003869628
588,4/4/2002,-0.009993301,-0.00068555
589,4/5/2002,0.000835206,-0.007298259
590,4/8/2002,-0.003205058,0.004626182
591,4/9/2002,0.002280209,-0.010509018
592,4/10/2002,-0.006656053,0.000193102
593,4/11/2002,0.011334694,0.009556722
594,4/12/2002,-0.023689289,-0.017536516
595,4/15/2002,0.006632359,0.004593782
596,4/16/2002,-0.007614658,0.007827921
597,4/17/2002,0.023418389,0.011246972
598,4/18/2002,-0.002038382,0.000760471
599,4/19/2002,-0.001420849,-0.006554076
600,4/22/2002,0.000622581,0.002715454
601,4/23/2002,-0.015411082,-0.00421468
602,4/24/2002,-0.006201308,-0.005841233
603,4/25/2002,-0.007102843,0.005239876
604,4/26/2002,-0.001518592,-0.003966922
605,4/29/2002,-0.013889429,-0.007407407
606,4/30/2002,-0.010099223,-0.000988583
607,5/1/2002,0.010765492,0.002270163
608,5/2/2002,0.008858519,-0.007762912
609,5/3/2002,-0.001748709,0.009482021
610,5/6/2002,-0.01026223,0.005604839
611,5/7/2002,-0.019339881,0.0
612,5/8/2002,-0.003020941,-0.015990504
613,5/9/2002,0.037503917,0.017422254
614,5/10/2002,-0.014547427,-0.002207675
615,5/13/2002,-0.016793897,-0.005079248
616,5/14/2002,0.018550004,0.006497449
617,5/15/2002,0.021143509,0.006666961
618,5/16/2002,-0.005659524,0.003740834
619,5/17/2002,0.006562397,-0.002015573
620,5/20/2002,0.007612236,-0.005811184
621,5/21/2002,-0.013293055,-0.00189726
622,5/22/2002,-0.010990219,-0.002092875
623,5/23/2002,0.00568583,-0.008716288
624,5/24/2002,0.010183916,0.004541995
625,5/27/2002,0.0,-0.001197942
626,5/28/2002,-0.012086639,-0.006345455
627,5/29/2002,-0.008552987,-0.01209034
628,5/30/2002,-0.006412,0.001734225
629,5/31/2002,-0.002809883,-0.008302222
630,6/3/2002,0.002329364,0.008788346
631,6/4/2002,-0.02479521,0.0
632,6/5/2002,9.5e-06,0.0
633,6/6/2002,0.008849978,-0.018878684
634,6/7/2002,-0.019763787,-0.006313764
635,6/10/2002,-0.00157411,-0.00750367
636,6/11/2002,0.003123958,0.001585297
637,6/12/2002,-0.016958671,0.001339152
638,6/13/2002,0.006908395,-0.01683951
